Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU01937,19,Male,6.29,79,9,3.6,3.3,3.29,Yes,Online,Good,Excellent,No,1,High,4.1,A
STU01938,24,Female,6.01,71.7,7.7,6.6,0.5,3.55,Yes,Offline,Average,Average,No,3,High,2.1,B
STU01939,18,Male,2.56,82.1,6.8,6.9,5.4,2.58,No,Offline,Poor,Average,No,1,High,6.8,C
STU01940,22,Female,2.48,100,8.9,6.6,6.1,2.84,No,Online,Average,Average,No,1,Middle,3.8,B
STU01941,17,Female,9.94,74.6,8,2.5,3.3,2.74,No,Online,Poor,Excellent,No,3,High,2.2,A
STU01942,17,Male,3.56,91.2,8.1,2.4,3.3,3.55,No,Offline,Average,Good,No,4,Low,2.6,A
STU01943,20,Female,3.1,94.3,8,5,6.1,2.85,No,Offline,Average,Good,Yes,1,Middle,5,B
STU01944,24,Male,5.87,68.6,6.7,5.5,5.2,3.57,Yes,Offline,Average,Average,Yes,3,High,2.4,B
STU01945,20,Male,3.29,78.4,7.7,6.5,2.9,3.24,No,Offline,Poor,Excellent,Yes,2,Middle,6.4,B
STU01946,23,Male,4.11,82.6,6.9,4.7,1.7,2.74,Yes,Hybrid,Good,Good,Yes,3,High,4.7,B
STU01947,17,Female,6.63,71.5,6.1,1,2.9,2.71,No,Offline,Poor,Average,No,1,Middle,6.5,A
STU01948,19,Male,6.84,75.6,5.9,3.2,3.2,2.56,No,Online,Good,Good,No,3,Middle,4.1,A
STU01949,21,Male,4.45,77.8,7.6,5.2,1,3.26,Yes,Offline,Average,Excellent,Yes,1,Low,5.3,B
STU01950,21,Male,7.52,81.7,8.2,1.1,3.3,2.42,No,Offline,Good,Good,No,1,Low,2.2,A
STU01951,22,Female,4.55,74.7,5.3,4.5,1.3,2.63,Yes,Offline,Average,Excellent,No,2,Middle,2.4,A
STU01952,17,Female,4.36,91.7,9,10,3.2,3.13,Yes,Online,Good,Excellent,Yes,1,Middle,6.2,B
STU01953,17,Male,4.83,85.8,7.9,4.8,7.4,3.64,No,Hybrid,Good,Average,Yes,3,Low,2.3,A
STU01954,23,Male,4.23,79.3,8.2,3.5,2.3,2.56,No,Online,Good,Good,No,2,Low,4.4,A
STU01955,17,Female,5.89,83.1,6.7,6.4,4.5,4,No,Offline,Average,Poor,No,2,Middle,6,A
STU01956,19,Male,5.4,62.7,7.8,2.9,1.6,2.11,Yes,Offline,Poor,Excellent,Yes,1,Middle,6.4,B
STU01957,20,Female,3.29,64.9,7.9,4.3,5.7,3.3,No,Hybrid,Good,Average,Yes,1,Middle,4.5,A
STU01958,17,Female,5.2,66.4,5.4,5.1,3.4,3.73,No,Online,Poor,Excellent,Yes,1,Low,5,B
STU01959,17,Female,3.76,82.1,8.2,1.1,7.3,2.69,No,Online,Good,Average,Yes,3,High,3.5,A
STU01960,23,Male,3.68,95.1,9.7,6.2,3.8,3.63,No,Hybrid,Good,Average,No,2,Middle,3.6,A
STU01961,24,Female,4.56,75.1,6.1,5,5.4,2.73,No,Online,Average,Poor,Yes,3,Middle,3.9,B
STU01962,18,Female,6.88,68.4,4.9,5,4.6,4,No,Offline,Average,Average,Yes,3,Low,1.9,A
STU01963,24,Female,5.39,70.5,6.1,4.1,0.5,2.76,Yes,Hybrid,Poor,Excellent,Yes,1,High,3.9,A
STU01964,23,Male,7.38,82.1,8.1,6.4,4.8,3.56,No,Offline,Poor,Poor,No,3,Low,5,A
STU01965,24,Male,7.96,66.9,7.6,4.8,5.9,2.34,No,Offline,Good,Good,Yes,3,Middle,1.5,A
STU01966,23,Male,4.77,71,5.9,2.6,2.5,3.64,No,Offline,Poor,Poor,Yes,3,Middle,5.5,A
STU01967,19,Female,3.63,86.7,6.3,5.6,5.5,3.47,No,Hybrid,Average,Average,No,1,Low,7.1,B
STU01968,22,Female,3.27,92.4,4.9,5.2,6.3,3.59,No,Online,Good,Average,Yes,0,Low,5.8,B
STU01969,17,Male,5.4,81.1,7.2,2.8,2.2,2.76,No,Hybrid,Average,Average,Yes,4,Middle,4.1,A
STU01970,23,Male,6.57,79.7,4.5,4.3,3.2,3.31,Yes,Offline,Good,Excellent,Yes,2,High,3.6,A
STU01971,23,Male,8.01,76.8,6.8,8.2,6.1,1.92,Yes,Offline,Average,Good,No,1,Low,4.7,B
STU01972,18,Female,2.23,85.7,5.4,3,6.6,1.92,Yes,Hybrid,Good,Average,No,1,Middle,5.7,D
STU01973,23,Female,7.2,50.6,6.8,5.1,5,2.83,Yes,Hybrid,Average,Good,Yes,0,Middle,5.2,B
STU01974,21,Male,8.1,82,7.8,5.2,6.1,2.68,No,Offline,Average,Average,Yes,1,Middle,3.7,A
STU01975,22,Male,4.56,82,6.8,2.8,5.2,3.23,Yes,Offline,Good,Average,Yes,1,Low,7.1,A
STU01976,17,Male,5.7,76.6,7.3,2.1,2.8,1.81,Yes,Offline,Average,Good,No,1,High,5.6,B
STU01977,17,Female,7.17,76.3,7.3,6.2,1.6,2.45,No,Online,Poor,Average,No,0,Middle,4.6,B
STU01978,18,Female,8.03,84,6.7,5,6.4,3.67,Yes,Offline,Good,Good,No,2,Low,5.2,C
STU01979,19,Female,8.49,75.1,6.1,3.8,2.9,3.46,No,Offline,Poor,Good,No,1,Middle,4.4,C
STU01980,17,Male,5.07,86.3,4.9,4.1,2.9,2.42,Yes,Offline,Good,Good,No,2,Low,4.6,C
STU01981,21,Female,7.53,72,7.4,3.2,2.7,3.59,No,Hybrid,Poor,Excellent,No,1,Middle,6,B
STU01982,17,Male,2.64,84,8.7,9.6,2.9,2.68,Yes,Online,Average,Average,No,0,Low,5,C
STU01983,21,Female,0.66,89,9.5,4.9,5.2,2.72,Yes,Hybrid,Average,Average,No,1,High,4.2,B
STU01984,22,Male,4.16,69.6,4.8,3.2,4.4,3.59,Yes,Offline,Average,Average,Yes,4,Middle,3.6,B
STU01985,22,Female,5.71,90,5.9,3.7,5.2,3.64,No,Offline,Average,Average,No,2,High,3.2,A
STU01986,20,Female,2.03,83.9,7.7,5.7,3.2,2.85,No,Hybrid,Good,Excellent,No,5,Middle,5.7,A
STU01987,20,Female,4.72,82.7,9.3,2.4,3.8,3.38,No,Offline,Poor,Good,No,3,Middle,3.7,A
STU01988,21,Female,5.36,93.1,5.7,3.3,1.9,3.2,No,Hybrid,Average,Good,Yes,3,High,2.9,A
STU01989,19,Male,4.96,84.4,7.2,4.3,1.3,3.04,No,Hybrid,Average,Good,No,0,Middle,4.2,A
STU01990,17,Male,5.54,71.1,7.3,2.6,2.4,2.84,Yes,Offline,Average,Poor,No,2,Middle,5.2,B
STU01991,23,Female,7.22,86.4,6.3,3.8,2.2,2.79,Yes,Online,Good,Good,No,2,Low,2.7,A
STU01992,17,Male,4.49,91.5,6.8,6.9,0.5,1.88,No,Hybrid,Good,Good,Yes,1,High,2.3,B
STU01993,20,Male,4.09,76.5,6.5,4.8,3.6,3.91,No,Hybrid,Average,Good,Yes,2,Low,6.5,B
STU01994,24,Male,6.09,77.5,5.2,4.6,4,2.92,Yes,Offline,Poor,Average,Yes,2,High,6,B
STU01995,23,Female,4.61,77.4,9.2,4.6,2,2.86,No,Hybrid,Average,Good,No,2,Middle,4.3,A
STU01996,21,Male,7.79,75.2,7.3,7.9,2.1,2.65,Yes,Offline,Good,Average,No,4,Low,5,A
STU01997,23,Male,8.96,71.9,6.5,2.8,4.6,2.45,No,Hybrid,Average,Good,Yes,2,Low,6.8,A
STU01998,24,Male,5.71,87.5,8.4,2.7,3.6,2.12,No,Hybrid,Average,Good,Yes,3,High,2.6,A
STU01999,17,Male,4.49,90.9,6.7,3.8,2.3,3.26,Yes,Hybrid,Good,Average,No,2,Middle,1.7,A
STU02000,17,Female,4.58,66.9,8.4,2.5,3.5,3.23,No,Offline,Poor,Good,Yes,3,Middle,4.9,A
STU02001,19,Non-Binary,4.85,78.6,6.2,6.6,2.9,3.48,No,Hybrid,Poor,Excellent,No,2,Middle,2,A
STU02002,18,Female,6.02,77,8.4,6.6,3.7,2.84,Yes,Hybrid,Good,Poor,No,1,Low,4.4,B
STU02003,23,Male,3.41,87.3,7.8,3.6,1.7,2.65,No,Offline,Good,Excellent,Yes,0,Middle,4,B
STU02004,20,Female,6.04,90.7,6.2,5.4,3.3,3.94,Yes,Offline,Poor,Good,No,2,Middle,4.8,A
STU02005,24,Female,4.39,84.2,8,5.7,5.2,2.68,No,Offline,Average,Good,Yes,1,Middle,4.6,B
STU02006,24,Male,6.99,91.8,8.3,5,2.4,3.4,No,Offline,Average,Excellent,No,2,Middle,5.3,A
STU02007,24,Female,7.6,89.4,7.1,1.6,8.3,3.69,No,Offline,Average,Good,Yes,1,High,2.4,A
STU02008,20,Female,8.35,86.7,5.7,8.1,4.3,1.52,No,Online,Average,Excellent,No,3,Low,6.2,B
STU02009,18,Female,4.57,85.3,5.6,3.4,1.3,2.54,Yes,Online,Poor,Average,No,2,Low,3.9,B
STU02010,17,Female,2.18,91,6.8,2.6,2.6,3.34,No,Online,Average,Average,No,4,High,4.2,A
STU02011,19,Male,1.51,74.9,7.3,1,3.4,2.34,No,Offline,Good,Good,Yes,3,Middle,3.2,B
STU02012,19,Male,4.3,69.1,4,8.1,4.4,2.89,No,Offline,Average,Excellent,Yes,1,Middle,6,C
STU02013,20,Female,2.05,88.8,7.9,5.1,1.7,3.33,Yes,Offline,Average,Excellent,No,1,High,5.9,A
STU02014,19,Male,1.59,89.6,7.6,4,4.8,3.76,No,Offline,Poor,Good,No,3,Middle,5.1,B
STU02015,24,Male,4.18,96.6,9,6.1,3.2,3.92,No,Hybrid,Average,Good,Yes,1,Low,5.7,A
STU02016,22,Female,2.92,79.4,6.7,2.7,5.9,2.2,No,Online,Average,Average,Yes,1,Middle,5.1,B
STU02017,18,Female,6.27,68.8,6.6,6.2,4.1,3.18,No,Offline,Average,Excellent,Yes,2,Low,3.7,B
STU02018,17,Male,8.77,84.1,7.5,5.9,2.6,3.18,Yes,Hybrid,Average,Average,No,3,Low,4.3,A
STU02019,22,Female,4.44,94.7,5.4,4,2,3.17,No,Online,Poor,Good,Yes,3,Low,4.9,A
STU02020,18,Female,5.52,74.4,7.1,3.6,3.8,3.32,No,Offline,Poor,Good,Yes,1,Middle,1.5,B
STU02021,21,Female,1.74,78.8,4.9,3.5,5.3,3.22,No,Online,Poor,Good,Yes,0,Low,7,C
STU02022,23,Male,5.26,74.7,6,3.6,4.7,2.77,No,Offline,Average,Average,Yes,5,High,2.4,A
STU02023,20,Male,3.5,65.1,7.2,7.4,5.1,2.95,No,Offline,Poor,Excellent,Yes,1,Middle,3.6,C
STU02024,24,Male,2.7,92.3,7,7.5,3.9,2.74,No,Hybrid,Good,Good,No,1,Middle,5.5,B
STU02025,19,Male,1.18,76,5.7,6.5,3.9,2.27,Yes,Online,Poor,Excellent,Yes,0,Middle,8.4,D
STU02026,21,Male,8.1,96.3,7.5,2.7,3.9,2.97,No,Online,Poor,Poor,No,2,High,4.6,A
STU02027,19,Male,1.68,76.1,7,4.8,4.7,2.73,No,Online,Good,Good,Yes,1,Middle,3.5,C
STU02028,22,Male,2.49,62.8,7.8,3,4.1,3.48,No,Offline,Good,Good,Yes,2,Low,2.5,A
STU02029,17,Female,4.92,70.9,6.1,4.7,3,3,Yes,Hybrid,Poor,Good,Yes,2,Low,3.4,A
STU02030,17,Male,5.48,70.5,6.6,5.2,3.7,2.84,Yes,Online,Average,Excellent,No,3,High,5,B
STU02031,17,Female,5.49,73.1,7.5,7.3,3.7,2.72,No,Online,Good,Poor,No,1,Low,4.3,B
STU02032,24,Female,5.12,77.8,5.6,6.6,4.6,3.71,No,Hybrid,Average,Poor,No,2,Low,5.1,A
STU02033,19,Male,3.12,76.4,7.4,6.1,3.2,3.47,No,Offline,Average,Good,Yes,1,Middle,6.4,B
STU02034,21,Female,6.45,96.5,5.9,4.3,6.6,2.62,Yes,Offline,Good,Poor,No,2,Low,4.9,B
STU02035,17,Female,5.3,57.7,9,8.7,6.3,2.66,Yes,Online,Average,Excellent,No,1,High,5.9,B
STU02036,21,Male,2.01,69.9,6,4,5.8,2.96,No,Online,Average,Average,Yes,0,High,5,C
STU02037,19,Female,8.12,81.1,7.7,5.5,5.6,4,Yes,Online,Poor,Good,No,1,Middle,8.4,A
STU02038,24,Male,4.23,87.5,4.5,5.3,3.2,3.04,No,Hybrid,Poor,Poor,No,2,High,5.1,A
STU02039,22,Female,6.81,81.1,6.6,3.6,3.4,2.93,Yes,Offline,Average,Good,Yes,3,Middle,4.6,A
STU02040,24,Male,2.01,79.7,7.3,5.9,2.5,3.48,No,Online,Average,Average,Yes,3,High,8.3,C
STU02041,21,Female,2.54,85.4,6.7,5.9,3,3.14,Yes,Hybrid,Average,Poor,No,2,Middle,5,B
STU02042,24,Male,3.77,78.1,6.3,3.1,4.9,3.19,No,Hybrid,Average,Average,No,1,Low,3.3,A
STU02043,24,Female,3.54,77.1,5.7,6.2,4.1,3.07,No,Offline,Good,Average,Yes,0,High,7.1,B
STU02044,22,Male,6.95,83.7,6.9,8.2,2.7,2.39,Yes,Offline,Good,Excellent,No,0,High,6.5,B
STU02045,19,Female,1.68,65.5,6.6,5.8,5.1,3.12,Yes,Hybrid,Poor,Average,No,0,High,5.9,C
STU02046,19,Female,5.25,80.1,6.9,4,4.8,3.01,No,Hybrid,Good,Good,Yes,4,Middle,6.3,A
STU02047,20,Male,2.9,72.1,6.1,8.7,3.8,2.63,Yes,Online,Average,Excellent,Yes,1,Middle,5.3,C
STU02048,24,Female,5.96,82.5,5.4,6.5,4.7,2.97,No,Online,Average,Good,No,1,Low,6.3,B
STU02049,19,Male,5.34,78,8.1,6.7,4.9,3.47,No,Offline,Poor,Excellent,Yes,1,Low,5.8,A
STU02050,19,Female,3.82,92.3,8.6,6.3,1.9,3.12,No,Offline,Good,Excellent,Yes,2,Low,3.5,A
STU02051,18,Female,9.37,85.4,8.3,4.8,3,2.18,No,Offline,Poor,Good,Yes,2,Low,4,A
STU02052,17,Female,4.84,82.9,7.4,2.6,3.9,2.94,No,Hybrid,Average,Good,Yes,3,Middle,5.3,A
STU02053,20,Female,7.12,72.1,7.3,4.1,4,2.48,No,Hybrid,Average,Average,No,2,Middle,2.9,A
STU02054,23,Male,2.27,85.4,6.8,4.3,3.5,4,No,Online,Average,Good,No,0,Middle,2.9,A
STU02055,20,Male,4.68,58.6,7.1,4.9,7.4,2.07,Yes,Hybrid,Average,Excellent,Yes,2,Middle,8.5,D
STU02056,20,Male,5.11,88.7,7,5,3.9,2.66,No,Online,Poor,Good,No,1,Middle,4,A
STU02057,23,Female,5.21,88.4,5.8,6.2,2.6,2.94,Yes,Offline,Average,Good,No,1,Middle,3.2,A
STU02058,18,Male,4.24,81.9,5.5,5.3,6.3,2.24,No,Hybrid,Good,Good,Yes,3,High,4.9,B
STU02059,24,Female,3.28,86.6,7.3,3.1,4.3,2.76,Yes,Hybrid,Average,Average,Yes,2,Middle,5.8,B
STU02060,22,Female,1.33,66.1,5.6,3.6,1.6,3.27,No,Hybrid,Average,Excellent,No,0,Low,3.6,C
STU02061,19,Male,3.8,75,8.8,5,4.9,2.77,No,Hybrid,Average,Good,No,0,Middle,6.3,B
STU02062,17,Female,3.1,71.1,6.6,2.9,3.2,2.93,No,Online,Average,Average,Yes,1,High,4.7,A
STU02063,21,Male,4.43,85.7,7.8,2,3.5,3.88,No,Offline,Average,Excellent,Yes,1,Middle,6.3,A
STU02064,24,Male,6.66,85.7,7.2,3.2,6.2,3.85,No,Hybrid,Average,Good,Yes,2,High,3.2,A
STU02065,23,Female,9.38,95.6,6.7,3.8,3.4,2.69,No,Offline,Average,Good,Yes,3,Low,5.5,A
STU02066,22,Male,6.01,69.6,7.2,9,3.3,3.75,Yes,Offline,Good,Good,No,2,Middle,3.7,A
STU02067,24,Male,6.98,71.2,7,3.2,3.5,2.17,No,Offline,Good,Average,Yes,2,Low,3.6,A
STU02068,23,Female,6.2,84.2,7.8,4.6,5.9,3.38,No,Online,Average,Excellent,Yes,1,High,3.9,A
STU02069,19,Male,6.4,73.8,7.6,5.1,4.2,3.13,No,Hybrid,Average,Good,No,3,Middle,6.6,A
STU02070,18,Non-Binary,6.13,73.4,8.7,6.2,3.6,2.78,No,Online,Poor,Average,No,3,Low,2.5,B
STU02071,24,Non-Binary,4.43,86.1,7,5.9,5.7,3.45,Yes,Online,Poor,Average,Yes,1,Middle,5.5,B
STU02072,23,Male,4.3,80,7.7,6,4.9,3.76,Yes,Hybrid,Average,Excellent,Yes,1,Middle,4.6,B
STU02073,19,Male,5.62,74.3,6.1,4.9,4.5,3.48,No,Offline,Average,Poor,No,2,High,4.1,A
STU02074,19,Female,8.56,90.8,8.5,5.5,4.7,3.25,Yes,Offline,Poor,Excellent,No,3,Middle,5,A
STU02075,18,Male,6.53,78.8,6.7,3.3,2.5,3.44,No,Hybrid,Poor,Average,Yes,1,Low,5.5,A
STU02076,20,Male,8.18,66,7.1,8.9,6.8,2.16,Yes,Offline,Poor,Good,Yes,2,Middle,6.5,C
STU02077,24,Female,2.37,77.9,6.1,6.4,6.7,3.84,No,Online,Good,Excellent,Yes,2,Middle,6,A
STU02078,24,Male,5.5,79.9,5.6,3.4,3.2,2.91,Yes,Hybrid,Poor,Average,No,2,Middle,3.8,A
STU02079,20,Female,5.77,73.1,4.1,5,5,2.56,Yes,Hybrid,Good,Good,Yes,3,Middle,4.3,A
STU02080,17,Male,6.01,90.1,10,5.1,5.3,2.49,Yes,Online,Average,Good,Yes,1,Middle,2.2,A
STU02081,17,Male,2.23,82.8,8.6,5,1.6,3.62,Yes,Offline,Average,Good,Yes,2,High,7,A
STU02082,20,Male,1.29,86.9,6,4.5,2.4,2.82,Yes,Offline,Poor,Good,Yes,1,Low,5.5,C
STU02083,22,Non-Binary,0.73,88.7,6.6,4.4,7.6,2.22,No,Hybrid,Average,Good,No,0,High,5.5,C
STU02084,21,Female,4.18,77.5,5.1,2,4.1,3.58,No,Offline,Good,Good,Yes,3,High,4.3,A
STU02085,19,Female,9.67,77.9,7.9,1,3.7,3.22,No,Online,Poor,Excellent,Yes,2,Middle,5.9,A
STU02086,21,Male,5.41,81.2,7.5,3.4,1.6,3.23,Yes,Offline,Average,Good,No,2,Low,2.3,A
STU02087,19,Male,2.56,76.5,7.9,6.5,3.6,1.93,No,Hybrid,Average,Average,No,1,High,8.1,C
STU02088,20,Male,5.66,94.5,6.2,4.8,3.7,3.02,No,Offline,Good,Excellent,Yes,2,Middle,3.3,A
STU02089,17,Female,4.38,71.7,7.7,6.6,4.7,3.74,No,Hybrid,Good,Good,No,1,Low,7.2,B
STU02090,22,Female,5.33,67.2,6.9,1,5.7,2.63,No,Hybrid,Average,Poor,Yes,2,Middle,2.6,A
STU02091,17,Female,4.08,85.8,5.3,4.6,3.8,2.29,Yes,Offline,Average,Average,No,1,Middle,6,B
STU02092,21,Male,2.4,78.5,8.5,6.4,3.1,2.88,Yes,Hybrid,Average,Average,No,1,Low,5.6,C
STU02093,17,Female,3.92,66.5,6.3,3.2,3,2.9,No,Hybrid,Average,Average,No,1,Middle,2.9,B
STU02094,20,Male,6.42,87.6,7.8,3.5,4.8,4,Yes,Online,Average,Average,No,1,Middle,1.6,A
STU02095,22,Non-Binary,5.6,88,7.9,4,2.4,3.42,No,Offline,Poor,Poor,Yes,0,High,2.5,A
STU02096,21,Male,7.44,72.1,8.1,4.4,4.4,2.71,Yes,Hybrid,Poor,Good,No,3,Middle,5,A
STU02097,22,Female,2.85,68.9,8,4.9,6.5,2.74,No,Hybrid,Average,Poor,Yes,0,Middle,2.7,C
STU02098,24,Male,7.1,88.5,6.9,2.5,3.1,2.81,No,Hybrid,Poor,Average,Yes,3,Middle,3.9,A
STU02099,19,Male,5.13,87.6,4.9,1.7,2.3,1.84,No,Offline,Average,Poor,No,2,Middle,4.7,A
STU02100,17,Female,5.39,88.3,7.5,5.2,3.9,3.51,No,Hybrid,Poor,Poor,No,2,High,1,A
STU02101,22,Male,7.51,77.5,10,3.6,2,3.15,Yes,Online,Good,Average,No,4,Middle,2.9,A
STU02102,18,Male,4.76,89.1,6.6,4.3,4.4,2.88,No,Online,Average,Good,Yes,2,High,2.5,A
STU02103,24,Female,5.53,97.1,7.9,8.2,3.1,3.01,Yes,Online,Good,Excellent,No,2,High,4.6,B
STU02104,17,Female,6.3,88,7.1,4,5.9,2.69,Yes,Online,Average,Excellent,Yes,3,Middle,5.9,A
STU02105,19,Female,6.32,87.5,6.6,3.6,5.2,2.68,No,Offline,Average,Excellent,No,2,Low,5.3,A
STU02106,22,Male,6.66,92.2,7.1,1.8,2,3.3,Yes,Hybrid,Average,Average,Yes,2,High,3.4,A
STU02107,21,Female,7.62,85.8,8.8,6.2,4.1,2.6,No,Hybrid,Average,Average,Yes,3,Middle,3,A
STU02108,19,Female,6.1,81.1,8.1,4.4,4.5,3.08,Yes,Online,Good,Poor,Yes,3,High,1.5,A
STU02109,18,Male,4.16,84.6,7.1,1,3.7,2.57,No,Offline,Average,Good,No,3,Middle,4.3,B
STU02110,22,Female,9.94,90.5,7.4,3.4,3.3,2.64,No,Online,Average,Poor,Yes,2,Low,2.3,A
STU02111,23,Male,4.99,84.1,4.3,5.4,2.7,2.37,Yes,Offline,Average,Good,No,0,High,5,B
STU02112,23,Male,5.81,87.8,5,2.7,5.1,3.15,No,Offline,Average,Average,Yes,2,High,3.5,A
STU02113,20,Male,3.57,77.2,4.1,8.9,3.2,2.5,No,Online,Poor,Average,Yes,0,High,6.9,Fail
STU02114,17,Male,0.7,80.1,6.7,7.1,2,2.64,Yes,Online,Good,Excellent,Yes,1,Low,5.5,C
STU02115,21,Female,3.51,66.6,8.6,4.3,2.9,2.77,No,Online,Average,Good,No,0,High,5.3,D
STU02116,20,Female,5.2,89.8,8.4,5,2.3,3.82,No,Hybrid,Average,Excellent,Yes,0,Middle,3,A
STU02117,22,Female,6.13,84.5,6.3,5,1.2,2.73,Yes,Offline,Average,Good,Yes,5,Middle,5.7,A
STU02118,23,Female,5.12,70.9,7.6,4,5.2,2.65,No,Hybrid,Poor,Excellent,No,1,High,5.3,B
STU02119,23,Male,6.66,85.5,7.3,8.2,3.5,2.43,Yes,Offline,Poor,Good,Yes,0,Middle,6.1,B
STU02120,23,Female,7.05,73.2,8.8,6,2.1,3.08,No,Online,Poor,Excellent,No,4,Low,5.3,A
STU02121,22,Female,7.05,86,5.1,2.3,2.5,3.52,Yes,Offline,Good,Average,Yes,1,Middle,4.9,A
STU02122,23,Male,5.08,99.9,5.2,7.9,2.3,3.88,No,Hybrid,Average,Good,No,3,Middle,6,A
STU02123,19,Female,5.24,82.3,7,3.5,2.2,2.81,Yes,Hybrid,Average,Good,Yes,2,High,4.7,A
STU02124,24,Non-Binary,4.65,73.8,6.2,5.4,5.2,3.61,Yes,Online,Average,Average,No,1,Middle,4.2,A
STU02125,22,Female,3.33,76.4,5.1,5.6,6.7,3.38,Yes,Offline,Poor,Excellent,No,2,High,5.3,C
STU02126,21,Female,7.93,83.3,6.7,7.2,2.7,3.11,No,Hybrid,Poor,Excellent,No,3,High,2.5,A
STU02127,24,Male,2.59,76.7,9.4,3.1,5.6,3.1,No,Offline,Average,Good,No,3,Low,5.5,A
STU02128,20,Male,4.93,87.2,7.3,4,5.1,2.54,Yes,Offline,Average,Average,No,3,Low,3.3,A
STU02129,21,Male,5.53,62.3,6,3.2,5.9,3.03,Yes,Hybrid,Poor,Good,Yes,2,Middle,2.6,B
STU02130,24,Female,0.8,94.3,8.2,4.2,3.6,2.49,No,Offline,Average,Excellent,Yes,0,High,2.8,C
STU02131,18,Female,6.57,79.2,5.5,7.1,4.8,2.59,Yes,Offline,Average,Good,No,1,Middle,8.1,B
STU02132,23,Non-Binary,4.38,80.3,7,1,3.4,3.78,Yes,Hybrid,Average,Poor,No,1,High,2.4,A
STU02133,18,Male,5.53,93.3,6.6,3.7,4.7,4,No,Offline,Average,Good,Yes,1,Middle,2.6,A
STU02134,17,Male,4.42,90.1,7.4,3.7,3.7,3.32,Yes,Offline,Average,Poor,No,2,Middle,6.6,B
STU02135,17,Female,2.01,63,7,4.8,3.2,2.74,Yes,Hybrid,Good,Good,Yes,2,Low,4.2,C
STU02136,24,Female,5.47,66.9,7.7,1.5,3.9,2.16,No,Online,Poor,Average,No,1,Low,5.5,B
STU02137,18,Male,5.29,89.1,6.1,6.9,4.7,3.64,No,Online,Average,Good,No,2,Middle,7,A
STU02138,22,Female,7.08,76.5,7.1,5.5,5.7,2,Yes,Offline,Poor,Good,No,0,High,8,B
STU02139,21,Female,6.03,71.5,8,5,7.1,1.89,No,Online,Good,Poor,Yes,2,Middle,3.4,A
STU02140,18,Female,1.72,88.1,5.8,8.3,5.9,4,Yes,Online,Good,Average,No,2,Middle,4.9,B
STU02141,17,Female,7.29,79,8.2,10,3.6,3.28,Yes,Offline,Average,Average,No,3,Middle,2.9,A
STU02142,18,Male,6.68,84.2,7.3,4.9,3.7,2.23,No,Online,Average,Average,Yes,3,Low,3.8,A
STU02143,22,Non-Binary,6.62,72.1,5.3,3.8,1.9,3.19,Yes,Offline,Average,Average,No,1,Middle,6.4,B
STU02144,18,Female,6.06,75.7,7.9,2.9,2.2,2.81,Yes,Offline,Average,Excellent,No,1,Middle,2,A
STU02145,21,Male,3.68,78.3,7.2,1,3.7,3.19,No,Hybrid,Good,Excellent,Yes,3,Middle,4.4,A
STU02146,20,Male,6.15,82.8,5.7,5.1,4.9,2.31,Yes,Offline,Average,Excellent,Yes,2,Middle,4.9,B
STU02147,22,Female,4.36,90.1,7.5,6.5,3.9,2.79,No,Online,Average,Excellent,Yes,2,High,6,A
STU02148,17,Male,10.85,64.3,5.3,3,3.3,2.67,No,Online,Poor,Average,No,2,Middle,5.9,A
STU02149,21,Male,4.61,72.2,5.8,5,2.3,2.63,Yes,Hybrid,Poor,Average,No,3,Middle,3.8,B
STU02150,18,Female,2.87,72.7,6,6.3,1.8,2.03,No,Online,Average,Average,No,0,Middle,6.3,D
STU02151,18,Male,4.41,81.1,7.5,2.6,6.6,2.92,No,Online,Average,Excellent,Yes,3,High,5.5,A
STU02152,20,Female,7.97,72.8,9.1,3.7,1,2.8,Yes,Online,Average,Good,No,2,Middle,5.8,A
STU02153,17,Male,3.95,80.6,6.8,5.1,2.9,3.12,No,Offline,Poor,Average,No,1,Low,1,B
STU02154,17,Female,0.2,90.8,7.5,4.4,2.8,3.36,No,Offline,Average,Average,No,3,High,6.3,B
STU02155,19,Male,8.02,81.3,7.3,5.8,0.5,2.52,Yes,Offline,Good,Good,Yes,2,Middle,6.1,A
STU02156,17,Male,5.74,91.9,7.5,7.1,5.4,3.39,No,Online,Poor,Good,No,1,Low,4.7,B
STU02157,20,Male,4.09,79.7,8.1,5.6,2.8,3.84,No,Online,Average,Excellent,Yes,1,Middle,5.1,A
STU02158,23,Female,6.52,62.3,6.7,1.3,4.3,2,Yes,Offline,Good,Average,Yes,1,Middle,6,A
STU02159,19,Female,3.24,79.6,7.6,6.1,4.2,3.15,No,Online,Average,Excellent,No,1,Middle,5.6,B
STU02160,19,Male,2.74,82.8,7.7,4,5.1,2.93,Yes,Offline,Average,Good,No,3,Middle,6.2,B
STU02161,18,Female,6.99,73.6,6.2,2.5,4.1,2.72,No,Offline,Good,Good,Yes,2,Low,3.7,A
STU02162,18,Female,4.06,78.5,7.5,3.9,4.3,2.39,No,Offline,Poor,Excellent,No,2,Middle,5.6,C
STU02163,17,Non-Binary,6.15,92.4,8.8,2.5,3.6,2.63,No,Hybrid,Poor,Excellent,Yes,2,Low,2.4,A
